symbol,stage1_history_days,stage1_ret_5d,stage1_ret_20d,stage1_ret_63d,stage1_ret_126d,stage1_pullback_20d,stage1_median_volume_20d,discovery_order,value_seed,adaptive_deep_score,adaptive_momentum_score,adaptive_pullback_score,adaptive_volume_rank,deep_selection_tier,deep_selection_reason,deep_selected,discovery_dir_5d,discovery_dir_20d,discovery_dir_63d,discovery_dir_acceleration,discovery_dir_regime_shift,discovery_breakout_direction_score,discovery_breakout_confidence,discovery_breakout_direction,discovery_breakout_candidate,discovery_breakout_score,discovery_freshness_score,discovery_source_tier,prior_direction,prior_candidate,discovery_signal_freshness,fresh_discovery_rank
DNO.OL,353,0.0616475267577705,0.0898540903321132,0.1366423707334736,0.2228380372830594,0.0,2590287.0,1975,False,58.75954601506997,77.53978197495915,0.0,65.08254127063532,adaptive,adaptive_balanced,True,0.8434330332764152,0.6344229951218294,0.4979446967462753,0.6548139070024207,0.4339522156144461,0.6606853662372519,62.60811852242252,UP,True,83.0342683118626,78.87561575083149,adaptive,MIXED,0.0,NEW,38.0
SRC.L,358,-0.0920289633930593,-0.0405819510265332,0.0024000244140625,0.0203583056829916,0.0920289633930593,3593606.0,1845,False,58.97795207211821,48.33396464801184,74.75242269870083,74.3871935967984,adaptive,adaptive_pullback,True,-0.9508507156894328,-0.32585422166894173,0.009599802746121692,-0.9271460725133438,-0.3913884811545146,-0.5898468623302673,56.718541209166574,DOWN,True,79.49234311651337,86.98154577688769,adaptive,MIXED,0.0,NEW,39.0
LEGN,355,-0.1429885338092672,-0.0804144564037699,-0.4862183016311091,-0.0215223025633765,0.1752212798663572,1471000.0,809,False,24.62013392641823,20.63949532742988,0.0,48.624312156078034,not_selected,,False,-0.9934590313695525,-0.5850591223065139,-0.9599186227265326,-0.9854411418228941,0.6287859045971786,-0.722499921301335,66.68215256652817,DOWN,True,86.12499606506675,71.02308377879343,not_selected,,,NEW,40.0
TGYM.MI,358,-0.0661538197444036,-0.1027346206268692,-0.292128244119277,-0.2481437354785994,0.089955007161851,315794.0,1918,False,27.00283632053094,10.62504536371603,68.48938346811471,22.511255627813902,not_selected,,False,-0.8675469469739501,-0.6942541460979028,-0.8237948825311476,-0.6692609546457791,-0.09962339698411857,-0.7012113836239005,61.97073991391514,DOWN,True,85.06056918119502,73.49439047320989,not_selected,MIXED,0.0,NEW,41.0
FAR.L,358,-0.0786052261980612,-0.0786052261980612,-0.2997399806976318,-0.461338446690486,0.0810235829144112,2519559.5,1847,False,32.93500251835302,8.130108748862682,77.65002059884661,64.43221610805404,not_selected,,False,-0.9173598695864713,-0.5750554620931029,-0.8333370874700281,-0.8271607846511314,0.16400849002271883,-0.6930036974476758,65.6030788826968,DOWN,True,84.65018487238379,74.0125769257642,not_selected,MIXED,0.0,NEW,42.0
NAS.OL,353,-0.0619674825863942,-0.0901578305866056,-0.2187096995692099,-0.1409266683534781,0.095593775491112,4513150.5,1972,False,32.25056894703747,17.767672799388997,63.77770235510517,80.1400700350175,not_selected,,False,-0.8452700112388942,-0.6359329593899469,-0.7038242657140489,-0.6575927890025061,-0.20434411061978122,-0.6700908519387416,65.01289158542232,DOWN,True,83.50454259693709,74.94778757842762,not_selected,MIXED,0.0,NEW,43.0
EQNR.OL,353,0.0668190736411014,0.0883877842987768,0.3092333354266934,0.331025747113405,0.0,2080148.5,1979,False,64.22681468788099,88.18548392024569,0.0,57.5287643821911,adaptive,adaptive_momentum,True,0.8708003759923085,0.6270652496288494,0.8445786991507597,0.7135810648989778,-0.09750451464849419,0.6776589915924649,63.44874695417894,UP,True,83.88294957962324,71.48505560286813,adaptive,MIXED,0.0,NEW,44.0
NHY.OL,353,-0.0849658846158032,-0.0425579278510547,-0.1656310442581917,-0.0499590273024244,0.0965096724148869,3041109.0,1976,False,38.31595736711281,28.925574387229105,69.91858580372687,69.13456728364183,not_selected,,False,-0.9353237209477521,-0.34049240236780476,-0.5800407898127118,-0.902683881659759,0.09989922952117118,-0.6232731887280182,59.44167937221262,DOWN,True,81.1636594364009,77.58898963732167,not_selected,MIXED,0.0,NEW,45.0
CORE-B.ST,353,-0.0618153336167118,-0.0625488977102309,-0.0711082875395714,-0.2736720534259295,0.0618153336167118,3247560.0,332,True,37.661493523881326,24.177303533658797,84.64378958976695,71.63581790895448,core,core,True,-0.8443989461859566,-0.47865710815893614,-0.27700307746381214,-0.727578234276617,-0.37973364733146203,-0.5980234341035624,57.25797657341237,DOWN,True,79.90117170517811,80.29163144229064,core,MIXED,0.0,NEW,46.0
IAG.MC,361,-0.0539411576892077,-0.0827866392109568,-0.086463250213382,0.1734935089596969,0.0781614321243224,4653513.0,1675,False,58.52616965393598,44.37976123965382,72.22814158239072,80.7903951975988,adaptive,adaptive_pullback,True,-0.7927622735291517,-0.5979104690279163,-0.3326926556210779,-0.5816084557860908,-0.5030490769323335,-0.6038367965093377,58.64375971701992,DOWN,True,80.19183982546689,77.70563365936378,adaptive,MIXED,0.0,NEW,47.0
IFX.DE,359,-0.0525853261760685,-0.1273287002857284,-0.3205095892868209,0.3660453164931407,0.1307084416534154,3238442.5,1579,False,43.3342226083695,38.39331842867453,0.0,71.53576788394197,not_selected,,False,-0.7824689331760982,-0.7860739945823855,-0.8570270550539356,-0.39276316108885034,-0.2503594324032123,-0.6634018123146075,63.507697755670264,DOWN,True,83.17009061573037,67.14609280244386,not_selected,MIXED,0.0,NEW,48.0
STMPA.PA,361,-0.0600379111346248,-0.097309982201622,-0.3579342340860646,0.4401750877591193,0.141561343261706,2167146.0,1773,False,43.54185367407885,40.53612935054917,0.0,59.37968984492245,not_selected,,False,-0.8338857339562729,-0.67009554571079,-0.8920219997862462,-0.6133089749121892,0.16176572012481455,-0.6579781295524726,61.788721600595366,DOWN,True,82.89890647762363,67.1016415824619,not_selected,MIXED,0.0,NEW,49.0
STMMI.MI,358,-0.0599129229247267,-0.0976654035707168,-0.3578046825292436,0.4414396741788642,0.1409053776184621,3055770.5,1886,False,43.68269332989746,40.58467860257954,0.0,69.23461730865432,not_selected,,False,-0.8331226302192176,-0.6717242019252718,-0.8919160829864957,-0.6106338392386661,0.15790154260228173,-0.6579918655825627,62.762680825390255,DOWN,True,82.89959327912814,67.08232277971672,not_selected,MIXED,0.0,NEW,50.0
RYA.IR,359,-0.0484978196466738,-0.0913934252909899,-0.1420464212337046,-0.1276410543030162,0.0781704457549238,1411703.5,1860,False,38.92694273355642,22.259405094707382,70.63492145342228,47.62381190595298,not_selected,,False,-0.7486851235718989,-0.6420254088698836,-0.5140255907220171,-0.47227101620778955,-0.43252063513413513,-0.5999219946523145,55.27895538018163,DOWN,True,79.99609973261573,72.91791914160052,not_selected,MIXED,0.0,NEW,51.0
ALFEN.AS,361,-0.0466724266288955,-0.1744011963758946,-0.2809648224735899,0.2407198320589247,0.2259649310195655,254488.0,1964,False,33.61128077008206,33.94717742693446,0.0,20.41020510255128,not_selected,,False,-0.7321976672426688,-0.896351983259768,-0.808907125455894,-0.06136534823754146,-0.6921442060345162,-0.6465708550570867,56.93801924460943,DOWN,True,82.32854275285433,64.10689742332413,not_selected,MIXED,0.0,NEW,52.0
SHELL.AS,361,0.0471262787986819,0.0776237520253035,0.1949129941670484,0.0850434584627575,0.0,4122792.5,1920,False,66.86707599313559,73.70361584847105,0.0,77.78889444722361,adaptive,adaptive_balanced,True,0.7363804712375035,0.5695554523295662,0.6525069042551334,0.5038157391277508,0.1561774027615954,0.5775599281936223,55.831756140137855,UP,True,78.87799640968112,69.10711606997982,adaptive,MIXED,0.0,NEW,53.0
